id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
433,Female,39,1,28,1,1-2 Year,No,37243,124,31,0
434,Male,22,1,8,1,< 1 Year,No,43255,152,68,0
435,Male,20,1,9,1,< 1 Year,No,30535,160,136,0
436,Female,62,1,28,0,1-2 Year,Yes,41246,3,38,0
437,Male,30,1,35,1,< 1 Year,No,26862,152,299,0
438,Female,52,1,28,0,1-2 Year,Yes,2630,26,127,0
439,Female,21,1,46,1,< 1 Year,No,45809,152,92,0
440,Female,27,1,8,0,1-2 Year,Yes,69824,26,131,0
441,Male,44,1,28,1,1-2 Year,No,38071,124,209,0
442,Male,23,1,41,1,< 1 Year,No,35334,152,224,0
443,Male,67,1,28,0,1-2 Year,Yes,60759,26,167,0
444,Male,23,1,6,1,< 1 Year,No,19947,152,53,0
445,Female,39,1,36,0,1-2 Year,Yes,30816,156,286,0
446,Male,23,1,11,1,< 1 Year,No,32320,152,150,0
447,Female,25,1,8,1,< 1 Year,No,36594,152,196,0
448,Male,54,1,9,0,1-2 Year,Yes,32513,26,276,1
449,Female,67,1,28,1,1-2 Year,No,30763,124,248,0
450,Female,24,1,36,0,< 1 Year,Yes,33910,152,153,1
451,Male,39,1,19,0,1-2 Year,Yes,34316,124,121,0
452,Male,57,1,33,0,> 2 Years,Yes,38378,124,207,1
453,Male,31,1,48,0,1-2 Year,No,2630,15,156,0
454,Female,69,1,50,0,> 2 Years,Yes,2630,157,71,0
455,Female,23,1,41,0,< 1 Year,Yes,29962,152,196,1
456,Male,66,1,28,0,1-2 Year,Yes,2630,124,114,0
457,Female,53,1,28,0,1-2 Year,Yes,42146,122,88,0
458,Male,33,1,29,0,1-2 Year,Yes,42744,124,232,0
459,Female,33,1,28,0,< 1 Year,No,2630,1,47,0
460,Male,56,1,8,0,1-2 Year,No,83666,26,37,0
461,Female,24,1,8,1,< 1 Year,No,22622,160,24,0
462,Female,25,1,30,1,< 1 Year,No,29340,152,166,0
463,Male,34,1,15,0,1-2 Year,Yes,2630,156,189,0
464,Male,61,1,8,0,1-2 Year,Yes,39492,26,228,0
465,Female,23,1,36,0,< 1 Year,Yes,27587,152,297,0
466,Male,50,1,3,0,1-2 Year,Yes,52785,124,132,1
467,Male,68,1,3,1,1-2 Year,No,32015,124,52,0
468,Female,26,1,8,1,< 1 Year,No,26845,152,245,0
469,Female,51,1,28,0,1-2 Year,Yes,71487,26,294,1
470,Female,43,1,28,0,1-2 Year,Yes,41901,124,243,0
471,Male,27,1,6,0,< 1 Year,No,37170,152,156,0
472,Male,22,1,7,0,< 1 Year,Yes,36688,152,200,0
473,Male,51,1,28,0,1-2 Year,Yes,30167,24,81,1
474,Male,55,1,11,0,1-2 Year,Yes,24022,26,17,0
475,Female,73,1,28,0,> 2 Years,Yes,56778,26,41,0
476,Male,38,1,28,0,1-2 Year,Yes,52761,124,79,0
477,Male,79,1,28,0,1-2 Year,Yes,31952,122,86,0
478,Male,25,1,13,1,1-2 Year,Yes,37680,26,40,0
479,Male,62,1,3,0,1-2 Year,Yes,29055,26,221,0
480,Male,39,1,41,1,1-2 Year,No,32222,26,138,0
481,Male,34,1,8,0,1-2 Year,Yes,26050,156,197,0
482,Male,26,1,30,1,< 1 Year,No,29215,152,45,0
483,Male,48,1,14,1,1-2 Year,No,26403,124,143,0
484,Male,23,1,8,1,< 1 Year,No,64382,152,31,0
485,Female,35,1,28,0,1-2 Year,Yes,38150,124,219,1
486,Male,54,1,28,0,1-2 Year,Yes,36743,26,109,0
487,Male,63,1,3,1,1-2 Year,No,29771,124,234,0
488,Male,43,1,31,1,1-2 Year,No,2630,124,134,0
489,Male,21,1,8,0,< 1 Year,Yes,30023,152,90,0
490,Female,28,1,8,1,< 1 Year,No,34299,152,31,0
491,Female,45,1,47,0,1-2 Year,Yes,38755,124,142,0
492,Female,22,1,15,1,< 1 Year,No,25466,152,266,0
493,Male,21,1,36,0,< 1 Year,Yes,40964,160,279,0
494,Female,53,1,41,0,1-2 Year,Yes,50836,124,248,0
495,Female,21,1,36,0,< 1 Year,Yes,37977,152,41,0
496,Female,48,1,8,1,1-2 Year,No,34287,26,135,0
497,Female,47,1,28,0,1-2 Year,No,33932,60,110,0
498,Male,54,1,46,0,> 2 Years,Yes,25785,26,268,1
499,Female,39,1,28,0,1-2 Year,Yes,52259,24,179,0
500,Female,22,1,29,1,< 1 Year,No,30881,152,47,0
501,Female,31,1,39,0,1-2 Year,Yes,39196,154,85,0
502,Male,43,1,15,1,1-2 Year,No,2630,124,106,0
503,Male,31,1,28,0,1-2 Year,Yes,63625,60,37,0
504,Female,24,1,3,1,< 1 Year,No,28476,152,24,0
505,Male,29,1,15,0,< 1 Year,No,24726,152,205,0
506,Male,40,1,7,1,1-2 Year,No,22384,122,30,0
507,Female,53,1,41,1,1-2 Year,No,22277,26,251,0
508,Female,42,1,28,0,1-2 Year,Yes,23822,26,81,0
509,Male,54,1,28,1,1-2 Year,No,52319,124,137,0
510,Male,26,1,3,1,< 1 Year,No,25317,152,287,0
511,Male,48,1,46,1,1-2 Year,No,26395,26,61,0
512,Male,51,1,33,0,1-2 Year,Yes,24871,26,250,0
513,Male,77,1,28,0,> 2 Years,Yes,53273,13,115,1
514,Male,25,1,14,1,1-2 Year,No,2630,156,20,0
515,Male,23,1,7,1,< 1 Year,No,32588,160,201,0
516,Female,65,1,28,0,1-2 Year,Yes,38834,26,231,0
517,Male,25,1,41,1,< 1 Year,No,38266,152,242,0
518,Female,67,1,31,1,1-2 Year,No,2630,152,248,0
519,Female,62,1,14,1,1-2 Year,No,34544,152,80,0
520,Male,27,1,26,1,< 1 Year,No,42798,151,116,0
521,Male,21,1,36,0,< 1 Year,No,2630,152,42,0
522,Male,34,1,28,0,1-2 Year,Yes,28090,26,260,0
523,Male,36,1,7,0,1-2 Year,Yes,2630,156,204,1
524,Male,41,1,0,0,1-2 Year,No,2630,44,133,0
525,Male,24,1,8,1,< 1 Year,No,31355,152,226,0
526,Female,20,1,36,0,< 1 Year,Yes,41176,160,243,0
527,Female,24,1,2,1,< 1 Year,No,30548,152,265,0
528,Male,43,1,46,0,1-2 Year,Yes,2630,124,98,0
529,Male,44,1,46,0,1-2 Year,Yes,27913,90,118,1
530,Female,20,1,28,0,1-2 Year,Yes,2630,156,64,0
531,Male,40,1,8,1,1-2 Year,No,34407,26,129,0
532,Male,24,1,6,1,< 1 Year,No,40278,152,191,0
533,Female,40,1,18,0,1-2 Year,No,29401,124,93,0
534,Female,65,1,40,1,1-2 Year,No,31912,26,43,0
535,Male,43,1,28,0,> 2 Years,Yes,2630,124,210,0
536,Male,43,1,37,1,1-2 Year,No,30226,26,27,0
537,Female,22,1,7,0,< 1 Year,Yes,38663,163,291,0
538,Female,26,1,30,1,< 1 Year,No,28188,160,64,0
539,Female,62,1,28,0,1-2 Year,Yes,43124,125,266,0
540,Female,32,1,8,0,< 1 Year,Yes,22518,124,13,0
541,Male,27,1,28,0,1-2 Year,Yes,52879,24,294,0
542,Male,28,1,41,1,< 1 Year,No,32920,152,297,0
543,Male,20,1,9,1,< 1 Year,Yes,2630,160,110,0
544,Male,42,1,48,1,1-2 Year,No,2630,124,11,0
545,Male,43,1,48,0,1-2 Year,Yes,2630,124,241,0
546,Female,77,1,28,0,1-2 Year,Yes,33185,124,161,0
547,Male,26,1,14,0,< 1 Year,Yes,25283,124,252,1
548,Female,37,1,41,0,1-2 Year,Yes,40874,26,174,0
549,Female,31,1,41,1,< 1 Year,No,32400,152,208,0
550,Male,47,1,33,1,1-2 Year,No,30302,26,268,0
551,Female,31,1,47,0,< 1 Year,Yes,35565,152,251,0
552,Male,21,1,47,0,< 1 Year,Yes,40997,160,235,0
553,Male,22,1,35,0,< 1 Year,No,43383,152,190,0
554,Male,53,1,28,0,1-2 Year,Yes,36758,124,292,1
555,Female,22,1,37,1,< 1 Year,No,28642,152,94,0
556,Male,29,1,8,1,< 1 Year,No,27791,152,145,0
557,Female,49,1,28,0,< 1 Year,Yes,2630,26,295,0
558,Male,50,1,13,0,1-2 Year,Yes,40157,124,114,1
559,Female,25,1,28,1,< 1 Year,No,40070,152,139,0
560,Male,65,1,8,1,1-2 Year,No,38058,26,10,0
561,Male,51,1,41,0,1-2 Year,Yes,33824,26,195,0
562,Male,78,1,39,1,1-2 Year,No,45007,26,50,0
563,Male,33,1,8,0,1-2 Year,Yes,42372,124,49,0
564,Male,23,1,30,1,< 1 Year,No,28901,152,157,0
565,Female,37,1,13,0,1-2 Year,Yes,25555,157,167,0
566,Male,58,1,28,0,1-2 Year,Yes,33220,60,48,1
567,Female,46,1,8,0,1-2 Year,Yes,38645,124,57,1
568,Female,40,1,28,0,1-2 Year,No,67219,124,54,0
569,Male,66,1,28,0,1-2 Year,Yes,31240,26,79,0
570,Female,21,1,32,1,< 1 Year,No,2630,152,112,0
571,Male,22,1,15,0,< 1 Year,Yes,37545,152,81,0
572,Female,24,1,17,1,< 1 Year,No,24585,152,277,0
573,Male,34,1,36,1,1-2 Year,No,33186,152,27,0
574,Male,47,1,41,1,1-2 Year,No,24991,124,82,0
575,Female,50,1,28,0,> 2 Years,Yes,48490,124,231,0
576,Female,40,1,41,0,1-2 Year,Yes,27868,124,30,0
577,Male,22,1,13,1,< 1 Year,No,29273,152,74,0
578,Male,55,1,9,0,1-2 Year,No,26475,124,175,0
579,Female,37,1,43,0,1-2 Year,Yes,50314,157,41,0
580,Female,27,1,11,1,< 1 Year,No,28217,152,262,0
581,Female,22,1,21,1,< 1 Year,No,31549,152,284,0
582,Female,26,1,27,0,< 1 Year,No,26174,152,194,0
583,Female,23,1,11,1,< 1 Year,No,29432,152,43,0
584,Male,54,1,8,0,1-2 Year,Yes,42391,26,48,0
585,Female,63,1,20,0,1-2 Year,Yes,2630,26,208,0
586,Female,23,1,6,1,< 1 Year,No,22784,152,13,0
587,Female,22,1,8,0,< 1 Year,Yes,25614,152,231,0
588,Male,49,1,46,0,1-2 Year,Yes,26491,124,85,1
589,Male,21,1,41,0,1-2 Year,Yes,26278,154,100,1
590,Male,52,1,20,1,1-2 Year,Yes,2630,124,73,0
591,Female,24,1,41,1,< 1 Year,No,53366,152,11,0
592,Male,54,1,28,0,> 2 Years,Yes,35492,26,45,1
593,Male,63,1,28,1,1-2 Year,No,35853,124,158,0
594,Male,51,1,50,0,1-2 Year,Yes,31341,26,217,0
595,Female,78,1,38,1,1-2 Year,No,2630,124,227,0
596,Male,48,1,15,0,1-2 Year,Yes,48684,26,269,0
597,Male,44,1,28,1,1-2 Year,No,41441,124,90,0
598,Female,22,1,15,1,< 1 Year,No,28192,160,62,0
599,Male,31,1,29,0,< 1 Year,Yes,2630,156,114,1
600,Female,23,1,3,1,< 1 Year,Yes,35054,152,226,0
601,Male,68,1,28,1,1-2 Year,No,25376,52,214,0
602,Male,50,1,46,0,1-2 Year,No,31219,124,118,0
603,Female,24,1,3,0,< 1 Year,Yes,26195,151,193,0
604,Male,44,1,11,1,1-2 Year,No,2630,120,203,0
605,Male,44,1,28,0,1-2 Year,No,25854,13,196,0
606,Female,25,1,30,1,< 1 Year,No,36511,152,91,0
607,Female,65,1,28,0,> 2 Years,Yes,44902,26,70,1
608,Male,22,1,29,1,< 1 Year,No,30066,152,91,0
609,Female,23,1,25,1,< 1 Year,No,27352,152,188,0
610,Female,24,1,28,0,< 1 Year,Yes,70382,152,190,0
611,Male,42,1,12,1,1-2 Year,Yes,2630,124,127,0
612,Female,27,1,8,1,< 1 Year,No,28060,152,105,0
613,Male,25,1,39,1,< 1 Year,No,90861,152,61,0
614,Male,23,1,15,0,< 1 Year,Yes,48842,152,197,0
615,Female,23,1,41,1,< 1 Year,No,28679,152,166,0
616,Female,26,1,39,0,< 1 Year,Yes,31652,152,245,0
617,Female,31,1,28,1,< 1 Year,No,31348,152,10,0
618,Male,27,1,3,1,< 1 Year,No,41633,152,75,0
619,Male,57,1,41,0,> 2 Years,Yes,37758,124,292,0
620,Male,25,1,29,1,< 1 Year,No,34065,152,94,0
621,Male,21,1,45,1,< 1 Year,No,21054,152,44,0
622,Female,27,1,28,1,< 1 Year,No,32305,152,241,0
623,Male,55,1,46,1,1-2 Year,Yes,2630,4,236,0
624,Male,27,1,11,1,< 1 Year,No,23992,152,47,0
625,Female,22,1,30,1,< 1 Year,No,33482,152,75,0
626,Female,60,1,28,0,1-2 Year,Yes,39176,124,101,0
627,Female,32,1,11,1,1-2 Year,No,30860,26,250,0
628,Male,40,1,8,1,1-2 Year,No,41706,124,102,0
629,Male,48,1,28,1,1-2 Year,No,48247,124,117,0
630,Female,30,1,28,0,1-2 Year,No,39587,122,10,0
631,Female,24,1,24,1,< 1 Year,No,56998,152,108,0
632,Male,44,1,35,0,1-2 Year,Yes,2630,157,49,0
633,Male,72,1,29,0,1-2 Year,Yes,48038,26,269,0
634,Female,23,1,3,1,< 1 Year,No,21562,152,296,0
635,Male,21,1,28,1,< 1 Year,No,24605,160,231,0
636,Female,25,1,8,1,< 1 Year,No,35138,152,143,0
637,Female,26,1,18,1,< 1 Year,Yes,2630,160,100,0
638,Female,26,1,50,1,< 1 Year,No,30639,152,103,0
639,Male,26,1,12,1,< 1 Year,No,22398,152,239,0
640,Male,67,1,21,0,1-2 Year,Yes,30056,26,222,0
641,Male,50,1,46,1,1-2 Year,No,25411,122,13,0
642,Male,24,1,21,1,< 1 Year,No,30356,152,135,0
643,Female,53,1,33,0,1-2 Year,Yes,32070,26,228,0
644,Female,21,1,12,0,< 1 Year,No,21236,152,51,0
645,Female,55,1,28,1,1-2 Year,No,16269,152,40,0
646,Female,23,1,27,1,< 1 Year,No,53701,152,62,0
647,Female,21,1,36,0,< 1 Year,Yes,29827,160,122,0
648,Female,25,1,10,1,< 1 Year,No,29327,152,195,0
649,Female,44,1,46,0,1-2 Year,Yes,43180,30,247,0
650,Female,21,1,2,0,< 1 Year,Yes,29004,160,197,0
651,Male,48,1,28,0,1-2 Year,Yes,31933,26,60,0
652,Female,37,1,30,1,1-2 Year,No,31814,152,145,0
653,Male,34,1,15,0,1-2 Year,Yes,32261,124,295,0
654,Male,31,1,28,0,< 1 Year,Yes,37288,124,224,0
655,Female,44,1,41,0,1-2 Year,Yes,52831,12,181,0
656,Female,39,1,4,0,1-2 Year,Yes,35588,26,205,0
657,Male,47,1,43,1,1-2 Year,Yes,42644,26,146,0
658,Female,23,1,36,0,< 1 Year,No,28316,152,241,0
659,Female,24,1,45,1,< 1 Year,No,24125,152,208,0
660,Male,24,1,50,0,< 1 Year,Yes,39153,152,102,0
661,Male,26,1,7,1,< 1 Year,No,41238,152,287,0
662,Female,28,1,43,1,< 1 Year,No,28797,152,47,0
663,Female,24,1,8,0,< 1 Year,No,2630,160,294,0
664,Female,32,1,33,1,< 1 Year,No,41113,152,191,0
665,Female,32,1,26,1,< 1 Year,No,2630,152,71,0
666,Female,52,1,24,0,1-2 Year,Yes,24982,157,31,1
667,Female,21,1,50,0,< 1 Year,Yes,37518,152,216,0
668,Male,21,1,8,1,1-2 Year,Yes,29492,156,94,0
669,Male,24,1,18,1,< 1 Year,Yes,2630,152,129,0
670,Male,48,1,36,1,1-2 Year,No,37116,26,169,0
671,Male,25,1,34,0,< 1 Year,Yes,41134,152,257,0
672,Female,24,1,3,0,< 1 Year,Yes,2630,152,228,0
673,Male,42,1,38,0,1-2 Year,Yes,34089,124,208,0
674,Female,45,1,28,0,> 2 Years,Yes,44620,24,216,0
675,Male,24,1,35,1,< 1 Year,No,31008,152,194,0
676,Female,46,1,28,0,1-2 Year,Yes,24457,122,166,1
677,Male,38,1,3,0,1-2 Year,Yes,36086,26,269,1
678,Female,26,1,2,0,< 1 Year,Yes,26592,152,44,0
679,Female,39,1,28,0,1-2 Year,Yes,25194,157,89,0
680,Female,45,1,28,0,1-2 Year,Yes,26954,26,110,0
681,Female,47,1,28,0,1-2 Year,No,36778,26,151,0
682,Female,23,1,5,1,< 1 Year,No,22949,152,299,0
683,Male,30,1,11,1,< 1 Year,No,27781,152,122,0
684,Female,29,1,46,1,< 1 Year,No,29769,152,195,0
685,Female,22,1,46,1,< 1 Year,No,23733,152,56,0
686,Female,21,1,8,1,< 1 Year,No,29266,160,251,0
687,Female,60,1,29,0,1-2 Year,No,25276,26,185,0
688,Male,23,1,28,0,< 1 Year,Yes,2630,26,100,0
689,Female,39,1,28,0,1-2 Year,Yes,40987,122,222,0
690,Male,39,1,8,0,1-2 Year,Yes,31201,7,274,0
691,Female,21,1,3,0,< 1 Year,No,21126,152,59,0
692,Male,67,1,51,1,1-2 Year,No,34464,124,108,0
693,Male,79,1,46,1,1-2 Year,No,2630,152,48,0
694,Female,24,1,32,0,< 1 Year,No,24250,152,21,0
695,Male,25,1,15,1,< 1 Year,No,30842,152,20,0
696,Female,38,1,7,1,1-2 Year,No,38847,152,175,0
697,Male,51,1,18,1,1-2 Year,Yes,33973,124,100,0
698,Female,27,1,41,1,< 1 Year,No,29107,152,46,0
699,Male,38,1,46,1,1-2 Year,Yes,2630,156,264,0
700,Male,80,1,32,0,1-2 Year,Yes,31799,124,27,0
701,Female,26,1,27,0,< 1 Year,No,2630,152,74,0
702,Female,58,1,50,0,> 2 Years,Yes,49961,124,240,0
703,Female,79,1,28,0,> 2 Years,Yes,45073,122,33,0
704,Male,60,1,28,0,1-2 Year,Yes,51912,124,283,0
705,Male,34,1,46,1,< 1 Year,No,49672,152,257,0
706,Female,44,1,24,0,1-2 Year,Yes,32643,26,145,1
707,Female,25,1,32,1,< 1 Year,No,35891,152,283,0
708,Male,57,1,28,1,1-2 Year,No,44619,13,205,0
709,Female,23,1,11,1,< 1 Year,No,17897,152,289,0
710,Male,25,1,46,0,< 1 Year,Yes,2630,152,233,0
711,Female,34,1,28,1,1-2 Year,Yes,32655,154,46,0
712,Male,48,1,18,0,1-2 Year,Yes,37807,26,175,0
713,Male,23,1,32,0,< 1 Year,No,32617,151,65,0
714,Female,24,1,13,1,< 1 Year,No,23677,151,298,0
715,Male,36,1,28,0,1-2 Year,Yes,43170,124,102,0
716,Female,35,1,30,1,1-2 Year,No,2630,152,159,0
717,Female,23,1,15,1,< 1 Year,No,34580,152,282,0
718,Female,25,1,11,0,< 1 Year,Yes,47313,152,285,0
719,Male,31,1,43,0,< 1 Year,Yes,2630,26,214,0
720,Male,47,1,28,0,1-2 Year,Yes,2630,124,231,0
721,Male,79,1,20,1,1-2 Year,No,2630,26,84,0
722,Male,26,1,10,1,< 1 Year,No,32692,152,178,0
723,Female,23,1,37,0,< 1 Year,Yes,28131,152,135,0
724,Male,49,1,28,0,1-2 Year,Yes,48144,29,262,1
725,Female,25,1,6,1,< 1 Year,No,25306,152,162,0
726,Male,24,1,41,1,< 1 Year,No,31360,152,109,0
727,Male,31,1,14,0,1-2 Year,Yes,22586,163,198,1
728,Male,24,1,11,1,< 1 Year,No,27734,152,61,0
729,Female,26,1,11,0,< 1 Year,Yes,31690,152,27,0
730,Female,53,1,39,1,1-2 Year,Yes,32727,124,298,0
731,Female,71,1,28,0,1-2 Year,Yes,93951,124,45,0
732,Female,23,1,8,1,< 1 Year,No,38031,152,191,0
733,Male,41,1,28,1,1-2 Year,No,37762,124,289,0
734,Female,46,1,28,0,1-2 Year,Yes,31522,124,246,0
735,Female,61,1,8,0,1-2 Year,No,78606,26,43,0
736,Male,22,1,37,1,< 1 Year,No,32468,152,204,0
737,Male,24,1,32,1,< 1 Year,No,28758,152,130,0
738,Female,26,1,28,1,< 1 Year,No,38378,152,214,0
739,Female,28,1,25,1,< 1 Year,No,24200,152,197,0
740,Female,54,1,28,0,1-2 Year,Yes,36035,124,22,1
741,Male,55,1,10,0,1-2 Year,Yes,22432,26,145,0
742,Female,44,1,28,0,1-2 Year,Yes,51389,122,133,0
743,Female,30,1,45,1,< 1 Year,No,2630,152,204,0
744,Male,48,1,28,0,1-2 Year,Yes,37942,26,109,1
745,Male,37,1,49,1,1-2 Year,No,23626,124,240,0
746,Male,67,1,31,1,1-2 Year,No,2630,26,279,0
747,Female,50,1,28,0,1-2 Year,Yes,28827,26,243,1
748,Female,33,1,33,1,< 1 Year,No,20051,152,63,0
749,Female,22,1,32,0,< 1 Year,No,37134,152,203,0
750,Male,40,1,28,0,1-2 Year,Yes,27925,124,267,0
751,Female,78,1,46,1,1-2 Year,No,47935,11,260,0
752,Male,27,1,41,1,< 1 Year,No,45316,152,183,0
753,Male,26,1,35,1,< 1 Year,No,48061,152,130,0
754,Male,45,1,28,1,1-2 Year,Yes,36769,26,275,0
755,Male,44,1,47,0,1-2 Year,Yes,37520,16,120,1
756,Male,22,1,15,0,< 1 Year,Yes,34814,152,270,0
757,Female,75,1,30,0,< 1 Year,No,2630,1,276,0
758,Female,40,1,35,0,1-2 Year,Yes,24675,124,127,0
759,Male,21,1,3,0,< 1 Year,No,44459,160,86,0
760,Male,49,1,46,0,< 1 Year,Yes,37986,26,26,0
761,Male,62,1,28,0,> 2 Years,Yes,70639,26,56,0
762,Male,57,1,29,1,1-2 Year,No,38643,26,67,0
763,Female,48,1,8,0,1-2 Year,No,37386,124,120,0
764,Female,69,1,28,1,1-2 Year,No,24920,26,156,0
765,Male,47,1,28,0,1-2 Year,Yes,36437,124,279,0
766,Female,24,1,28,0,< 1 Year,Yes,38949,152,163,0
767,Female,45,1,48,0,1-2 Year,Yes,2630,31,98,1
768,Male,57,1,28,1,1-2 Year,No,46283,124,149,0
769,Male,46,1,28,0,1-2 Year,Yes,55699,124,209,0
770,Female,38,1,28,0,1-2 Year,Yes,24075,13,81,0
771,Male,22,1,28,0,< 1 Year,Yes,48568,124,165,0
772,Male,24,1,29,1,< 1 Year,Yes,2630,152,282,0
773,Female,23,1,11,1,< 1 Year,No,29825,152,156,0
774,Female,23,1,2,0,< 1 Year,No,34032,151,53,0
775,Female,22,1,25,0,< 1 Year,Yes,19888,152,297,0
776,Male,24,1,11,1,< 1 Year,No,32863,152,291,0
777,Male,21,1,36,0,< 1 Year,Yes,2630,159,152,0
778,Male,38,1,18,0,1-2 Year,No,25439,156,45,0
779,Male,22,1,34,1,< 1 Year,No,31709,152,68,0
780,Female,24,1,9,0,< 1 Year,Yes,2630,160,192,0
781,Male,24,1,6,1,< 1 Year,No,19420,152,256,0
782,Female,69,1,28,0,> 2 Years,Yes,36936,26,122,0
783,Male,42,1,8,0,1-2 Year,Yes,2630,124,162,1
784,Male,21,1,39,0,< 1 Year,Yes,31973,160,14,0
785,Female,56,1,28,0,1-2 Year,Yes,34529,26,50,0
786,Female,30,1,47,1,< 1 Year,No,43972,152,42,0
787,Male,66,1,28,0,1-2 Year,Yes,58312,3,103,0
788,Female,49,1,32,0,1-2 Year,Yes,29851,26,219,1
789,Male,25,1,28,0,< 1 Year,No,37504,152,160,0
790,Female,24,1,28,0,< 1 Year,Yes,34972,152,123,0
791,Male,68,1,46,1,1-2 Year,No,20983,26,295,0
792,Female,38,1,15,0,1-2 Year,Yes,27423,152,99,0
793,Female,33,1,10,1,< 1 Year,No,30555,152,230,0
794,Female,50,1,28,0,1-2 Year,Yes,43379,122,170,1
795,Female,24,1,28,1,< 1 Year,No,66320,152,94,0
796,Male,46,1,28,0,1-2 Year,Yes,51937,26,161,1
797,Male,29,1,37,0,< 1 Year,Yes,45789,152,218,1
798,Female,66,1,15,1,1-2 Year,Yes,53722,14,101,0
799,Female,37,1,36,1,1-2 Year,No,36102,152,205,0
800,Male,40,1,19,0,1-2 Year,Yes,37926,26,13,0
801,Female,59,1,8,1,< 1 Year,No,2630,1,129,0
802,Male,24,1,15,1,< 1 Year,No,30659,152,193,0
803,Female,28,1,37,0,< 1 Year,Yes,29219,152,116,0
804,Male,24,1,37,0,< 1 Year,Yes,32082,152,259,0
805,Female,70,1,8,0,1-2 Year,Yes,39554,7,119,0
806,Female,24,1,16,0,< 1 Year,Yes,37142,151,19,0
807,Male,46,1,46,0,> 2 Years,Yes,32688,124,72,0
808,Male,55,1,24,0,> 2 Years,Yes,2630,124,109,1
809,Male,27,1,30,0,< 1 Year,Yes,28703,152,154,0
810,Male,47,1,28,1,1-2 Year,Yes,39867,122,14,0
811,Male,26,1,28,0,< 1 Year,Yes,38604,124,139,1
812,Female,24,1,26,1,< 1 Year,No,26814,152,122,0
813,Male,24,1,6,1,< 1 Year,No,29468,152,252,0
814,Female,20,1,28,0,< 1 Year,Yes,2630,160,197,0
815,Male,42,1,47,1,1-2 Year,No,36194,16,163,0
816,Female,28,1,15,0,< 1 Year,No,34342,152,54,0
817,Male,55,0,29,0,1-2 Year,Yes,2630,26,232,1
818,Female,24,1,3,1,< 1 Year,No,2630,152,30,0
819,Female,24,1,33,1,< 1 Year,No,38175,152,38,0
820,Female,25,1,35,1,< 1 Year,No,17081,152,113,0
821,Male,27,1,15,0,< 1 Year,Yes,2630,152,277,0
822,Female,60,1,28,0,1-2 Year,Yes,51778,26,25,0
823,Male,52,1,1,1,1-2 Year,No,2630,26,119,0
824,Male,40,1,4,0,1-2 Year,Yes,23680,124,283,1
825,Male,68,1,46,0,1-2 Year,Yes,31161,157,240,0
826,Male,22,1,28,0,< 1 Year,Yes,51988,152,49,0
827,Male,47,1,14,1,1-2 Year,No,2630,26,102,0
828,Male,28,1,41,0,1-2 Year,No,2630,154,236,1
829,Male,57,1,8,0,1-2 Year,Yes,31485,26,117,0
830,Female,22,1,45,0,< 1 Year,Yes,33311,152,154,0
831,Female,23,1,18,0,< 1 Year,Yes,42357,152,174,0
832,Male,26,1,11,1,< 1 Year,No,23432,152,133,0
833,Female,25,1,28,0,< 1 Year,Yes,28015,152,210,0
834,Male,29,1,28,0,1-2 Year,Yes,2630,122,67,1
835,Female,51,1,28,0,1-2 Year,Yes,38034,124,87,0
836,Female,22,1,36,1,< 1 Year,No,32584,152,204,0
837,Male,44,1,29,0,1-2 Year,No,50666,124,252,0
838,Male,46,1,28,0,1-2 Year,Yes,31054,26,20,0
839,Male,53,1,28,0,1-2 Year,Yes,64775,122,49,0
840,Male,44,1,28,0,1-2 Year,Yes,37158,26,87,0
841,Male,33,1,2,0,1-2 Year,Yes,20849,124,155,0
842,Male,59,1,3,0,1-2 Year,No,21455,152,227,0
843,Female,29,1,21,1,< 1 Year,No,2630,160,71,0
844,Female,29,1,45,0,1-2 Year,Yes,25844,154,117,1
845,Male,20,1,27,1,< 1 Year,No,2630,160,204,0
846,Female,37,1,12,1,1-2 Year,No,25390,124,66,0
847,Female,42,1,8,0,1-2 Year,Yes,32342,26,137,0
848,Female,28,1,28,0,< 1 Year,Yes,42138,152,165,0
849,Male,42,1,8,0,< 1 Year,No,2630,1,240,0
850,Male,46,1,28,0,1-2 Year,Yes,40484,26,54,1
851,Male,41,1,28,0,1-2 Year,Yes,40843,124,90,0
852,Male,64,1,28,0,1-2 Year,Yes,2630,156,264,1
853,Female,25,1,11,1,< 1 Year,No,58660,152,213,0
854,Female,54,1,8,1,1-2 Year,No,48679,124,19,0
855,Male,47,1,28,0,1-2 Year,Yes,35370,52,71,0
856,Female,22,1,2,0,< 1 Year,No,33865,152,205,0
857,Female,38,1,28,1,1-2 Year,No,81047,26,257,0
858,Male,40,1,36,0,1-2 Year,Yes,40784,124,54,1
859,Female,26,1,35,1,1-2 Year,No,2630,156,217,0
860,Male,25,1,10,1,< 1 Year,No,22069,152,93,0
861,Female,24,1,16,0,< 1 Year,Yes,2630,151,283,0
862,Male,52,1,0,0,1-2 Year,Yes,2630,124,299,0
863,Female,24,1,16,1,< 1 Year,No,33464,152,252,0
864,Male,26,1,15,0,< 1 Year,Yes,2630,152,172,1
865,Male,24,1,28,0,< 1 Year,Yes,45894,156,23,0
866,Male,44,1,41,0,1-2 Year,Yes,2630,26,13,1
