건물코드,기온,강수량,풍속,습도,전력소비량
BH,28.2,,0.9,88.0,3496.32
AZ,22.5,,1.9,64.0,4294.08
AP,27.1,,1.5,74.0,2081.76
BT,29.3,,3.2,61.0,2004.48
BI,27.1,,1.9,81.0,2190.0
BK,27.9,,3.6,55.0,4518.0
CJ,30.6,,2.6,70.0,1477.98
BV,29.9,,1.7,75.0,2092.32
AR,27.2,,1.7,91.0,1099.8
CV,28.6,,2.2,76.0,2540.88
AV,22.5,,1.0,71.0,1095.48
BS,29.7,,2.0,61.0,3794.88
BK,24.3,,1.4,78.0,5440.8
CV,24.8,,1.3,82.0,2374.56
CR,22.9,0.0,0.7,78.0,3446.93
BY,17.5,3.1,6.4,100.0,1740.24
AO,25.7,,3.9,73.0,2109.06
CT,27.9,,1.1,98.0,1710.9
CJ,25.5,2.3,3.1,97.0,963.0
AS,26.8,0.0,2.2,83.0,2497.68
CV,24.1,0.0,3.4,87.0,5353.92
DO,30.3,0.0,3.1,68.0,1411.38
AC,31.1,,2.2,61.0,2843.1
AZ,29.7,,1.0,76.0,3147.84
BH,27.9,,1.9,69.0,3414.24
BI,27.3,,2.7,73.0,2175.6
CC,34.4,,1.4,57.0,1122.24
AB,28.8,0.0,2.3,81.0,2818.44
CR,29.8,,2.5,39.0,3353.34
AT,29.3,,0.6,78.0,1068.0
CZ,23.4,,1.2,92.0,2976.48
DD,25.9,4.5,6.6,96.0,3869.28
DV,29.6,,4.1,77.0,1172.4
BP,16.3,1.2,1.3,89.0,2335.68
AM,23.5,,6.0,100.0,2398.08
BW,20.0,,1.3,87.0,2540.16
AC,29.6,,2.5,70.0,2799.36
DO,33.5,,1.7,57.0,1446.48
DP,28.2,,1.5,48.0,2650.8
BE,28.7,,1.6,71.0,1690.92
CR,23.9,0.8,1.6,90.0,3465.15
BM,33.1,,2.1,48.0,3876.0
AF,28.9,,3.7,81.0,2518.08
BB,26.3,,1.2,88.0,1434.24
DM,22.8,,0.6,99.0,561.6
AO,32.9,,2.6,63.0,1946.52
BG,25.3,,0.8,77.0,8781.12
BR,30.3,,2.3,79.0,4693.44
DV,28.6,,2.8,79.0,1241.52
AJ,25.9,,6.1,81.0,4363.68
DF,30.6,,2.1,21.0,1400.64
BX,32.1,,1.5,68.0,4154.1
CY,27.5,,1.9,47.0,1220.76
BV,25.8,,2.6,98.0,1503.72
DT,24.9,,0.2,90.0,1141.2
CZ,29.4,,2.4,66.0,1228.32
BF,28.2,1.3,2.0,83.0,10057.68
BN,27.9,,2.9,98.0,438.3
DL,24.7,,6.1,63.0,2130.72
AV,25.8,,1.4,78.0,1632.24
AH,23.2,,0.6,85.0,1346.16
CO,24.8,,1.1,95.0,966.48
BK,31.0,,3.0,59.0,5567.4
CK,30.6,,5.5,59.0,625.86
BU,27.8,,2.8,68.0,7016.16
DA,28.9,,3.0,69.0,1934.4
BM,21.4,,0.4,95.0,517.44
AW,29.5,0.0,1.7,75.0,1788.3
BE,23.2,,1.7,88.0,1097.28
BF,22.3,,0.8,86.0,9660.24
DA,15.0,,1.3,85.0,1649.76
CF,30.6,,3.2,73.0,3082.56
AQ,30.9,0.0,2.3,67.0,1723.32
BW,28.3,0.0,2.6,97.0,3936.96
DN,24.4,,1.3,88.0,929.88
AA,25.2,,2.0,86.0,1851.84
CI,30.9,,3.0,74.0,4039.2
CC,26.5,,0.8,99.0,1125.84
AE,18.5,,2.6,62.0,1677.6
BS,26.9,0.0,2.2,75.0,2781.12
DU,19.6,,1.3,82.0,1189.08
BR,23.6,,0.0,100.0,494.88
BC,26.1,,1.9,96.0,1220.7
CW,27.6,,1.0,83.0,1232.04
CW,23.8,,0.1,99.0,1206.0
CS,28.8,,2.5,71.0,2343.84
BN,28.7,,5.8,80.0,3550.8
BT,31.4,,1.4,58.0,3130.56
AL,26.0,,1.5,100.0,1556.82
CR,24.4,1.1,0.8,95.0,3536.17
BD,26.7,,1.9,49.0,781.5
AK,30.6,,0.9,72.0,2493.36
BU,23.6,,0.7,90.0,4297.92
CL,23.3,0.0,5.9,96.0,1114.2
DA,27.8,,2.2,77.0,2646.24
DN,28.9,,7.0,52.0,1997.64
BR,30.4,,2.6,76.0,4651.68
DQ,17.5,,1.0,78.0,1037.16
AT,24.6,,1.8,76.0,1010.88
CD,27.5,,2.3,63.0,4210.56
BQ,27.0,,1.8,81.0,3772.8
CY,30.3,,2.2,46.0,1276.56
CJ,25.0,,0.9,86.0,925.2
DR,31.9,,5.5,73.0,3887.52
DN,25.7,,3.5,27.0,1808.1
AO,18.5,,3.7,74.0,1508.67
CG,21.3,0.0,2.8,99.0,2864.16
CM,28.9,,1.5,77.0,829.26
AM,28.7,,5.0,77.0,2818.56
AL,27.7,0.7,3.2,90.0,1632.42
CO,28.8,,2.8,68.0,1354.32
BF,26.3,,1.1,85.0,9941.76
DN,26.2,,1.4,88.0,1739.16
CB,28.5,,1.9,74.0,3284.64
BU,29.5,,2.1,47.0,6873.6
CP,28.9,,2.1,75.0,2225.4
DO,25.8,,2.4,95.0,1072.08
DM,19.6,,0.7,99.0,367.68
BV,19.6,,1.2,99.0,1485.0
CE,22.2,,2.1,67.0,2080.8
BF,23.8,,2.0,57.0,9535.68
AX,25.4,,1.4,71.0,8373.6
BC,27.9,,2.8,76.0,1380.3
AX,29.6,,2.6,66.0,14414.4
CU,26.9,2.1,2.2,98.0,4532.16
BW,23.1,,0.1,99.0,2585.16
AJ,28.0,,4.6,81.0,3478.56
DM,19.9,,2.7,99.0,406.56
CQ,24.3,,2.3,76.0,3707.1
AJ,26.9,,5.0,90.0,4095.36
BS,23.7,,1.3,91.0,3838.08
CK,27.1,,3.1,69.0,695.79
BG,25.8,,0.7,86.0,8771.76
CH,20.5,0.0,2.4,70.0,1642.08
DV,33.6,,1.4,45.0,1033.44
CX,28.3,,1.7,70.0,1355.94
CU,24.5,1.2,1.9,97.0,4616.16
DG,24.0,0.0,1.4,95.0,1813.44
BT,23.3,,0.4,81.0,1547.52
CU,30.3,,2.9,73.0,4271.52
CJ,24.7,,3.7,66.0,914.4
AW,32.3,,1.4,51.0,1215.6
BL,27.3,,2.1,67.0,1368.72
DH,23.6,,0.2,95.0,556.92
CW,17.6,,1.0,90.0,1017.24
CZ,18.1,0.1,2.0,68.0,847.68
AM,25.4,,1.8,91.0,2655.84
DJ,24.1,,2.2,84.0,1661.76
AS,26.9,,1.4,86.0,1118.88
DH,24.0,,1.2,91.0,1140.48
BD,20.2,7.9,1.2,91.0,1012.2
AZ,26.0,0.6,3.2,81.0,2929.92
DU,23.6,,2.5,88.0,1359.9
CX,28.0,,1.6,27.0,914.94
DA,25.3,2.8,2.2,100.0,2772.48
BZ,31.8,,3.3,68.0,3094.2
CV,21.5,,3.4,58.0,2970.0
BO,22.1,0.0,1.8,99.0,861.6
AJ,21.6,,2.8,98.0,3800.64
DB,25.5,,0.8,89.0,1104.48
CW,27.9,,1.0,84.0,1243.92
DU,26.2,,2.0,78.0,1622.34
AC,26.1,0.5,2.8,78.0,1749.24
AW,27.6,,0.7,77.0,1685.4
CF,23.4,,0.7,98.0,2845.44
CP,27.8,0.7,4.6,84.0,3399.6
BB,24.6,,2.8,73.0,1965.96
BK,27.2,,2.7,73.0,2569.8
DO,30.2,,2.6,70.0,1384.2
DA,24.8,,2.0,85.0,4277.76
AT,21.8,,0.8,87.0,953.76
DI,26.1,0.0,3.1,95.0,1187.1
DP,31.9,,3.4,56.0,2992.32
AM,26.4,,3.7,77.0,2423.52
AZ,31.1,,2.6,58.0,5184.48
AB,27.7,0.0,2.2,92.0,2667.6
DU,24.0,,1.7,93.0,654.84
CN,22.1,0.0,1.8,44.0,275.67
CS,28.7,,2.0,72.0,2356.08
BC,20.5,,0.1,95.0,1169.7
BF,30.1,,2.6,64.0,9994.32
CL,24.4,,2.2,78.0,1182.42
DM,28.9,0.0,1.2,95.0,2452.56
BO,27.3,0.0,1.8,87.0,2180.4
BF,29.6,,2.9,63.0,9997.92
CB,22.9,,5.4,86.0,2142.54
AX,27.7,,3.1,83.0,15436.2
CU,32.7,,1.5,53.0,3464.64
CU,21.4,,1.3,81.0,3124.8
AR,26.7,,1.4,96.0,1044.9
CK,16.6,1.3,1.6,96.0,402.03
AK,21.8,0.1,0.6,100.0,1598.64
DU,25.1,,1.2,81.0,718.56
AL,22.8,,1.4,97.0,1451.88
CT,24.3,0.0,1.8,61.0,1137.24
BR,25.4,,2.6,76.0,3621.12
DH,16.9,,3.3,86.0,1348.56
DD,20.8,,1.4,90.0,1235.52
DT,28.9,,2.0,71.0,1142.1
CL,21.9,,3.2,68.0,1063.98
CX,25.2,,0.9,54.0,1129.32
AO,26.7,,2.9,75.0,1411.83
AH,30.9,,1.2,33.0,1468.8
BM,25.6,,0.6,90.0,714.24
BZ,30.4,,2.8,73.0,3226.2
BO,29.6,0.0,2.6,66.0,5094.0
DQ,24.2,,0.7,91.0,774.72
BQ,23.3,,0.3,100.0,498.3
BK,32.2,,1.4,59.0,5763.0
AH,24.4,,0.0,100.0,1590.72
BG,23.1,,2.3,82.0,8542.08
BQ,29.0,,3.5,72.0,3603.3
AG,27.3,,2.6,75.0,856.56
AT,29.9,,1.9,64.0,1020.96
DQ,25.1,2.9,2.6,91.0,1084.32
CP,27.3,,2.2,75.0,1845.3
BS,28.9,,2.6,83.0,3996.0
BA,28.8,,2.0,74.0,22694.0
AO,32.5,,2.3,60.0,1801.53
CT,25.8,0.5,0.9,99.0,1404.9
CU,33.5,,4.1,56.0,3804.0
BB,23.2,,0.4,96.0,1300.68
DH,27.5,,1.9,47.0,1555.02
AN,26.2,,5.4,83.0,2011.68
CU,23.3,0.5,2.1,91.0,4014.72
CN,31.0,,2.2,59.0,401.4
DN,20.7,,0.8,97.0,540.0
DS,29.5,,2.9,71.0,1036.98
DI,22.5,,1.6,70.0,1775.16
AU,25.3,,1.4,69.0,3095.2
AA,32.2,,1.4,59.0,3280.32
AQ,26.7,,1.6,52.0,1461.78
BZ,29.1,,3.7,75.0,1964.7
AK,27.7,,0.3,80.0,1906.32
BN,28.8,,1.6,99.0,1590.0
AK,24.5,,1.2,77.0,2138.64
BE,17.0,2.5,1.0,89.0,1117.08
DV,27.7,0.6,1.2,94.0,1306.8
AO,18.8,,0.9,81.0,1419.93
DD,17.6,,1.8,78.0,1062.0
CD,23.5,,1.1,95.0,4069.44
CJ,26.4,,2.5,78.0,1053.36
AS,27.6,,2.9,61.0,2502.36
BF,24.0,,1.5,82.0,9733.68
AO,31.6,,3.6,66.0,1965.42
BM,24.7,1.7,1.5,93.0,2728.8
BI,24.1,,1.0,94.0,2169.9
BE,30.8,,0.8,65.0,2096.64
AW,25.4,,1.8,78.0,1608.0
CJ,26.9,,1.6,61.0,1069.38
CF,25.7,2.1,2.4,100.0,2857.92
AX,24.0,26.2,1.6,92.0,9222.0
CK,21.9,,2.8,63.0,522.27
BA,32.3,,2.8,65.0,18625.6
AU,27.4,,2.2,70.0,1681.02
CL,24.8,0.0,3.7,87.0,786.06
DE,34.2,,1.5,56.0,993.6
DS,30.9,,3.6,70.0,1693.8
DL,27.2,,1.9,35.0,2181.84
CX,18.7,,0.9,91.0,1251.72
AK,29.0,0.0,1.8,72.0,2139.36
DB,26.8,,1.5,66.0,2015.28
DI,24.7,0.0,1.7,100.0,2058.3
DB,21.9,,0.8,79.0,1015.92
BL,23.3,8.6,4.0,99.0,581.76
CJ,19.2,,2.2,61.0,890.1
AK,24.5,,1.0,57.0,2027.76
AC,23.1,,2.3,59.0,772.56
BX,30.3,,1.5,61.0,3067.5
BG,25.1,0.0,3.2,95.0,8907.84
BK,29.0,,1.5,47.0,5389.8
AE,26.9,,5.4,84.0,1973.52
BM,22.2,0.0,0.9,89.0,608.64
AH,15.3,,0.1,59.0,1178.88
DL,32.9,,2.8,49.0,2367.6
BD,26.4,,1.5,67.0,738.3
AS,26.4,,1.9,45.0,1164.96
BV,29.1,,1.8,83.0,1707.84
DB,22.3,,0.5,84.0,1123.92
CM,32.6,,1.3,65.0,804.6
CL,27.5,,0.8,91.0,1355.4
BU,27.5,0.3,3.5,93.0,4603.2
BA,26.8,,2.0,70.0,17407.6
DG,33.5,,1.3,56.0,2818.8
AY,27.7,,0.9,80.0,8392.68
DV,28.8,,0.4,84.0,1117.68
CE,22.2,,1.6,88.0,1039.68
BP,17.6,0.0,2.2,79.0,519.48
AZ,25.0,,1.7,91.0,2924.16
AQ,17.9,,0.1,83.0,583.74
BU,25.7,1.2,1.9,100.0,4969.44
CD,24.3,0.2,3.4,92.0,4378.32
DU,24.6,,1.2,89.0,1589.76
BS,25.2,0.0,5.0,94.0,3865.92
BL,28.4,,1.1,48.0,3007.44
BP,28.4,,1.2,83.0,2691.36
DU,25.8,,3.5,46.0,1189.08
BY,29.3,,1.6,56.0,3305.88
DF,30.5,,5.4,73.0,1713.6
CG,29.4,0.0,3.6,66.0,812.16
DV,32.6,,3.0,66.0,1171.68
AX,23.7,,1.3,84.0,7335.0
AA,20.2,,1.9,74.0,1108.32
DR,22.4,0.0,9.1,100.0,2339.64
CH,24.0,0.0,0.4,90.0,1748.16
DP,27.6,,3.3,70.0,2852.64
AV,26.2,2.4,2.7,98.0,1732.32
BF,28.7,,1.9,66.0,10018.08
CS,15.9,,3.9,81.0,2030.16
CQ,24.3,0.5,0.4,92.0,3805.8
CY,23.4,,1.4,87.0,1751.04
DJ,27.1,,2.6,78.0,619.02
BQ,28.1,,2.5,65.0,3271.2
DF,21.9,,0.7,91.0,840.0
AT,24.9,0.6,0.9,94.0,2893.44
BP,29.2,,1.9,77.0,3013.2
AM,26.1,1.0,4.2,95.0,2981.28
DT,23.0,,0.5,86.0,473.4
AL,32.5,,3.0,65.0,1836.0
AM,28.7,,5.4,77.0,2447.04
BM,25.0,,1.1,73.0,1109.28
CY,23.2,6.4,2.6,97.0,1053.36
BP,17.1,6.8,2.3,92.0,1573.92
CY,19.4,,1.2,83.0,866.88
CG,25.0,0.0,1.9,81.0,1377.0
BG,26.9,0.0,3.7,92.0,8915.76
CI,22.6,,1.8,74.0,1875.6
AD,32.3,,2.6,61.0,1426.5
AZ,25.2,,0.3,100.0,2832.48
AE,26.5,,2.3,91.0,2008.08
CV,28.4,,4.5,19.0,2144.16
DR,24.1,,2.0,95.0,2144.4
BR,22.8,,1.1,95.0,517.92
CZ,25.5,,2.7,59.0,1762.56
BE,32.6,0.0,1.3,63.0,2105.28
AF,22.8,1.6,3.0,100.0,1229.76
AD,28.6,,2.2,76.0,725.94
AQ,31.7,,1.8,69.0,1751.04
BU,25.4,9.6,2.2,100.0,4972.32
CP,31.1,,2.6,68.0,2399.4
CA,29.3,,3.4,70.0,3499.68
BG,23.5,,1.3,87.0,8655.84
DT,26.0,,0.4,93.0,1272.6
BB,24.7,,3.9,80.0,1217.88
CR,26.2,0.0,2.2,83.0,3293.41
CS,26.2,0.5,1.8,93.0,3289.44
DI,25.4,,4.2,84.0,516.42
DG,25.8,0.1,1.9,89.0,2010.96
BQ,23.3,,0.0,100.0,457.5
CM,25.9,0.1,2.7,99.0,811.26
DA,26.1,,1.3,97.0,2260.8
CF,19.8,,3.2,53.0,2774.88
BT,25.2,0.4,1.1,88.0,2439.6
AE,30.7,,2.6,64.0,2063.52
CK,33.2,,2.2,61.0,1070.1
AL,25.1,,1.2,81.0,1581.66
DL,22.9,,0.9,99.0,569.76
AQ,21.5,,2.8,87.0,1468.98
CE,29.8,,2.5,60.0,2795.04
CH,27.8,,3.2,66.0,4512.0
BY,27.6,,6.6,45.0,3241.08
DI,26.6,0.0,2.8,85.0,572.76
BF,23.0,,1.5,84.0,9720.0
BX,26.7,0.7,3.4,83.0,2972.7
BX,24.3,0.0,1.6,86.0,2782.5
DG,25.1,0.4,1.4,84.0,2706.0
DT,24.1,,0.7,96.0,1038.42
BF,32.0,,2.3,59.0,10128.96
CQ,25.7,,2.9,92.0,3667.5
AN,18.5,,1.5,85.0,1776.0
AZ,19.5,,1.9,78.0,2466.72
AH,25.4,6.0,5.0,98.0,1586.16
DS,27.8,,5.8,77.0,1543.32
DI,24.0,,0.4,69.0,1570.68
AS,33.2,,3.9,58.0,1280.52
AR,27.7,,1.9,36.0,1075.2
AX,24.0,,2.0,89.0,7687.8
CS,27.5,,1.8,58.0,2127.12
BR,23.2,,0.3,99.0,489.12
BE,16.1,0.0,0.8,88.0,1514.16
AE,23.8,,1.6,87.0,1953.36
AK,28.4,,1.4,77.0,1861.92
BM,22.5,,1.9,30.0,1320.0
BA,27.8,,2.3,72.0,22472.8
AT,22.0,,1.8,62.0,848.16
BW,26.0,,0.9,99.0,2885.04
AN,19.1,,0.6,74.0,2064.0
DK,25.0,,2.0,75.0,1594.32
CW,29.9,,2.6,75.0,1813.32
CI,33.7,,2.6,54.0,4336.92
BD,22.6,,2.5,82.0,711.6
AV,28.0,,1.4,70.0,1356.12
CU,24.9,0.5,3.2,91.0,4007.52
BT,27.2,,1.1,74.0,1516.8
DQ,30.2,,2.9,60.0,1213.92
DM,25.2,,1.0,97.0,452.64
BX,28.9,,4.1,65.0,2817.3
BE,29.4,,3.2,48.0,1064.52
CK,25.6,,0.6,90.0,615.78
CD,21.1,0.0,1.1,79.0,3875.4
AL,25.3,,0.7,72.0,1156.86
AG,25.8,,0.4,64.0,535.92
DQ,27.8,,3.6,71.0,1197.36
AS,30.5,,2.2,42.0,1193.04
BY,22.8,,1.0,87.0,1874.88
CE,30.9,,1.9,37.0,1980.36
AJ,22.5,,2.3,100.0,4413.12
AW,25.8,,0.6,90.0,1670.1
BG,22.0,,2.6,98.0,8639.28
DJ,28.4,,8.2,82.0,1994.76
BU,27.6,,1.3,93.0,5399.52
BY,26.4,,2.3,87.0,3408.84
CK,22.5,,0.6,81.0,350.82
AT,23.5,,0.6,97.0,2007.36
DF,31.6,,2.5,72.0,3172.8
AO,30.1,,2.0,78.0,2012.04
CJ,18.6,0.0,0.4,86.0,708.48
DS,28.6,,6.5,77.0,1464.84
BO,25.5,0.0,2.0,82.0,4758.6
DB,27.9,,0.4,78.0,1226.16
AW,27.0,,0.8,87.0,1083.9
AL,29.0,,2.7,42.0,1638.72
DR,25.7,,1.3,80.0,3411.24
DP,26.1,0.0,1.7,87.0,1882.8
AI,32.1,,2.6,62.0,3336.48
BJ,29.4,,0.6,71.0,2941.2
DQ,29.5,,2.7,67.0,1010.88
AD,16.5,,2.8,68.0,682.74
AL,27.8,,3.8,52.0,1280.16
AA,23.0,,1.9,90.0,2624.16
CS,24.2,,0.3,81.0,1782.48
AS,33.4,,3.0,54.0,2481.84
BQ,23.5,,0.0,100.0,678.9
AQ,26.3,,0.7,87.0,592.92
DI,22.7,,0.0,100.0,735.3
BT,31.7,,3.2,64.0,2516.88
BI,23.1,,1.7,88.0,2149.5
AR,29.1,,4.2,82.0,2494.5
DO,18.8,,4.2,64.0,990.72
CF,23.3,0.2,0.2,100.0,2870.4
DS,19.3,,2.7,88.0,1037.88
BK,25.1,,0.5,72.0,2978.4
AQ,30.9,0.0,1.8,68.0,635.22
AZ,30.0,,2.0,63.0,5618.88
DM,28.0,,2.3,95.0,459.36
BN,27.3,,2.0,99.0,576.3
AJ,27.2,,2.7,73.0,4396.32
DI,18.9,1.0,0.5,93.0,1628.46
BE,27.0,,3.0,76.0,1409.04
CK,20.5,,2.2,75.0,487.44
CW,25.0,,1.6,83.0,1735.08
DI,34.0,,1.5,57.0,2134.8
AC,28.2,,2.6,62.0,1190.16
DJ,24.0,,2.0,74.0,1634.4
AY,25.9,,1.2,86.0,5483.4
DV,21.5,,1.8,92.0,379.2
DS,30.2,,3.4,73.0,1632.6
BC,25.6,,4.1,86.0,1485.3
CR,27.1,,1.9,73.0,1148.92
DV,31.3,,1.3,64.0,1162.56
BP,23.7,,0.3,89.0,431.64
BU,25.0,,0.7,100.0,4258.08
AN,26.5,,2.9,73.0,1658.4
BF,27.3,,1.7,79.0,10019.52
AT,24.7,,0.4,97.0,989.76
CT,30.9,,2.0,63.0,1638.0
AY,30.7,,2.2,56.0,11439.48
DI,19.1,,1.0,92.0,635.22
DM,26.8,,0.5,76.0,501.12
BQ,25.9,0.0,2.2,91.0,3500.7
BJ,19.4,,1.4,54.0,2841.36
BS,26.9,,2.7,85.0,3991.68
BA,27.9,,4.3,65.0,17942.4
DO,24.4,,2.4,73.0,1319.04
CX,26.5,,1.4,81.0,934.02
BA,31.1,,4.8,57.0,24791.2
AT,27.2,,0.4,87.0,1049.28
CO,27.8,,6.7,82.0,1022.4
BX,29.6,,3.8,71.0,4053.3
AV,25.8,,0.7,100.0,991.44
AX,22.7,,0.9,85.0,6833.4
AT,24.2,,2.3,91.0,3419.52
CF,22.7,,1.4,87.0,2830.56
AG,31.9,,2.8,67.0,1066.56
BT,25.7,0.0,0.4,82.0,2223.36
BH,27.6,,3.1,78.0,3437.64
DN,25.8,,2.0,90.0,1710.36
CL,24.1,,1.8,92.0,1216.98
AK,22.3,,0.4,98.0,1793.28
AB,25.3,,2.4,82.0,2103.12
DQ,29.4,,0.8,74.0,1746.36
CH,22.0,2.8,1.4,98.0,1729.44
DJ,25.4,,3.1,87.0,1683.18
BO,25.4,0.0,2.0,81.0,1198.8
CZ,21.9,,1.0,97.0,1161.6
AS,32.9,,2.4,63.0,1538.28
CY,18.7,0.0,2.3,89.0,2046.24
AR,24.7,,2.2,59.0,1198.8
CG,27.2,0.0,1.9,79.0,3253.68
DV,32.8,,2.8,68.0,1200.0
DT,32.5,,0.9,62.0,1718.46
DT,27.9,,4.6,77.0,1645.02
BO,17.9,0.0,0.7,88.0,1029.6
CK,28.5,,0.9,72.0,1294.47
BD,23.3,,0.0,94.0,695.1
BR,18.0,,1.5,92.0,2498.4
CB,23.3,,10.3,98.0,462.24
BK,23.2,,3.0,80.0,3370.2
BF,23.0,,2.8,45.0,9326.88
BE,28.3,,2.5,19.0,1232.28
AB,28.6,,2.2,74.0,2163.24
AW,30.3,,1.0,65.0,1104.6
BF,27.2,0.0,1.7,87.0,10000.08
AG,26.3,,1.1,98.0,334.8
CO,21.9,2.3,2.3,100.0,1204.8
CT,24.0,,1.5,99.0,1136.52
AD,28.6,,2.2,85.0,956.34
DV,27.5,0.6,1.4,95.0,1156.32
BE,25.7,,1.9,65.0,1157.04
BP,23.0,,2.5,47.0,2561.4
DL,23.7,3.1,1.5,100.0,1381.68
AK,28.7,,2.9,75.0,2080.32
DC,26.6,,2.0,65.0,2166.84
BE,20.7,,0.1,91.0,1108.8
CH,18.9,,1.9,65.0,1624.32
AK,31.3,,1.2,64.0,2234.88
BN,26.5,0.3,2.0,99.0,2635.2
AF,29.9,,2.3,67.0,3028.8
CS,26.1,,1.9,72.0,1808.64
DO,23.0,,1.8,88.0,930.78
CO,27.3,,7.1,80.0,1327.68
CL,25.8,,3.2,85.0,1062.0
BL,30.2,,3.3,72.0,3436.92
AU,30.9,,1.6,66.0,1382.231429
CB,19.2,,2.3,73.0,2747.52
AW,25.1,,0.4,88.0,1038.6
CV,23.3,,0.4,91.0,3261.6
BX,21.2,,0.8,85.0,2382.3
BL,28.9,,2.6,71.0,3313.44
BL,24.3,,2.4,85.0,2247.48
AC,28.0,0.0,2.8,79.0,1333.8
AE,26.7,,2.7,90.0,2019.6
BJ,25.7,,1.2,85.0,2916.72
BR,27.4,,0.9,54.0,3834.72
AU,23.9,6.7,1.3,91.0,1767.91
BH,21.8,,0.6,91.0,3225.6
CT,24.6,4.4,1.4,99.0,1181.34
BP,25.1,0.0,2.8,79.0,3223.08
CL,28.0,0.0,2.6,88.0,2121.3
CW,27.9,,1.0,83.0,1216.8
BT,27.2,,0.8,79.0,2238.24
BZ,26.4,,1.2,89.0,1619.7
AU,20.8,,0.3,90.0,1606.77
BI,25.7,,1.6,75.0,2156.7
DC,24.4,,1.5,84.0,803.52
DL,14.0,,1.1,96.0,384.48
AW,18.5,0.0,1.5,88.0,1266.9
AB,24.7,,2.7,85.0,1087.92
CK,22.2,0.0,0.9,89.0,540.63
BX,22.3,,2.6,52.0,3177.9
DV,24.8,,2.9,44.0,783.6
DE,27.4,,1.9,93.0,2092.8
BA,16.5,,3.0,82.0,13286.0
CU,24.6,,1.3,96.0,3506.88
CX,30.0,,2.4,73.0,1796.04
AB,25.4,0.5,2.7,89.0,1177.92
AC,21.2,,2.5,66.0,803.52
BV,23.6,,0.5,99.0,1492.56
DQ,25.2,,0.0,80.0,1835.28
BX,32.9,,1.7,63.0,3078.0
CZ,23.6,3.0,0.1,100.0,1065.12
CE,22.7,,2.5,82.0,1315.08
CV,25.2,0.0,3.0,94.0,6258.24
CT,21.0,,1.1,82.0,1026.0
CX,25.9,,0.6,98.0,1031.58
AY,24.0,0.1,1.8,94.0,5181.84
DT,25.7,,3.1,83.0,655.74
CB,27.6,,5.9,86.0,1284.84
DQ,22.8,1.8,1.2,99.0,650.88
CM,22.6,,0.4,99.0,304.2
BQ,28.1,,1.0,74.0,3637.5
CO,28.7,,4.3,85.0,2360.88
BT,24.8,0.6,1.5,80.0,1850.16
AS,23.6,,2.4,79.0,676.08
BS,27.4,0.0,2.4,78.0,3697.44
BM,25.6,,1.4,86.0,603.36
CE,20.5,0.0,2.4,70.0,1433.88
DA,24.5,0.0,0.5,87.0,4159.68
DQ,25.9,,2.2,62.0,1769.76
AB,28.2,,0.9,77.0,1351.8
CR,27.5,,3.1,80.0,3387.3
DB,25.6,,2.4,69.0,2288.52
BZ,26.5,,1.9,80.0,1588.2
BL,28.3,,1.3,80.0,636.12
CD,25.3,5.4,2.0,91.0,4249.08
BC,30.2,,3.0,60.0,1377.3
AE,32.2,,2.7,37.0,5318.64
AW,27.2,,1.1,78.0,1055.1
AB,26.9,,1.6,61.0,2058.48
AH,24.2,,1.1,80.0,1358.16
BX,25.1,0.0,2.8,79.0,3717.0
CB,22.4,0.5,6.4,100.0,3227.04
DA,30.8,,2.7,55.0,4184.16
DM,26.5,0.3,4.1,99.0,460.56
BO,17.5,0.8,3.1,90.0,5367.6
BW,29.2,,3.9,72.0,3370.32
BG,28.2,,1.5,48.0,8462.88
CN,28.7,,1.7,75.0,508.5
BF,27.3,,2.4,68.0,9893.52
AJ,16.8,,3.0,77.0,3470.88
BU,26.7,,1.1,70.0,6992.16
DF,33.4,,4.2,56.0,1947.84
DG,19.0,0.3,1.7,95.0,1576.08
DR,22.3,,5.8,88.0,1831.44
CT,23.5,,0.5,84.0,1049.22
DU,25.0,,2.3,80.0,1517.94
DV,21.0,,0.1,98.0,368.88
AM,25.5,6.1,4.9,99.0,2489.28
CW,19.9,,2.3,80.0,1138.2
CI,25.0,,2.2,88.0,1926.36
AN,24.3,,2.8,90.0,1940.64
AC,23.0,,1.6,70.0,1200.6
CQ,23.9,,1.1,81.0,5499.6
AH,16.3,,1.0,76.0,1009.92
AG,30.5,,2.9,76.0,1059.12
AY,25.1,0.0,2.3,87.0,10579.8
DH,31.6,,2.5,47.0,1664.28
BU,26.8,,1.4,96.0,4967.04
CI,29.7,0.0,3.9,76.0,3704.76
BJ,27.2,0.1,0.7,84.0,2900.4
DB,32.9,,0.9,62.0,5927.76
BJ,24.5,,1.4,86.0,2901.36
BD,27.6,,1.4,67.0,787.5
CW,18.7,,0.9,87.0,1051.08
CJ,23.4,0.2,1.2,98.0,850.68
BB,28.0,,1.3,64.0,1506.96
BE,23.8,0.0,0.4,86.0,1093.32
AX,25.0,,1.3,90.0,9347.4
BR,14.8,,0.1,100.0,550.56
AG,27.9,,5.0,56.0,1214.64
BJ,27.7,,3.9,59.0,2892.96
AP,25.6,0.0,3.2,87.0,4577.76
BM,27.6,,1.7,79.0,1151.52
CJ,28.5,,1.9,61.0,939.24
BH,24.9,0.0,4.1,89.0,3375.0
AM,25.8,,1.9,88.0,2317.92
AZ,23.5,14.6,0.4,100.0,3910.08
