housing_median_age,total_rooms,population,households,median_income,median_house_value
36,1151,727,215,4.1719,187000
35,899,455,185,4.2857,190400
37,1793,1534,346,3.6458,156600
17,2485,1139,550,2.6875,157300
35,1931,1175,337,3.7292,168100
24,2329,1401,453,4.5913,177600
12,6711,3388,1289,3.8625,208900
23,1939,841,364,3.3611,169200
16,1642,705,351,2.8971,163900
34,1619,1148,310,4.0326,164700
35,517,391,107,4.0682,156900
36,1570,992,249,5.3644,168800
35,1213,790,243,4.7019,174100
27,1826,1016,313,5.64,206500
26,2261,1039,395,3.7931,203900
9,3666,2341,703,4.6458,217000
36,1633,1382,338,3.694,159600
31,2155,1858,437,2.652,159800
32,1295,1156,300,3.5,154300
32,1295,1097,328,3.2386,149600
33,1518,831,268,5.097,188600
17,3314,1873,602,4.3875,238500
22,3009,1640,514,4.625,235300
6,2605,1568,433,5.0406,261400
17,5159,3174,817,5.8704,234400
18,1726,1186,310,5.3226,231700
16,1816,1367,355,4.235,156300
13,2578,1680,528,4.825,222000
15,2576,1657,410,5.5218,254400
16,1644,1033,267,6.5116,244300
16,1606,1117,268,6.0661,247000
16,3349,2003,488,6.0074,236500
15,3475,2568,653,4.6211,151400
16,1893,1461,344,5.225,213700
14,1727,1116,273,5.3428,243600
15,6243,3163,1274,3.7462,212500
24,2077,1488,389,4.5721,214700
18,1165,855,319,3.6923,213200
16,4371,2530,817,4.6786,256000
2,838,240,149,2.875,237500
15,3052,2097,728,3.3617,178100
17,4313,2629,721,5.7579,231800
36,385,295,92,2.9706,147900
10,3046,2056,628,3.9022,191700
21,4342,2172,789,4.6146,247600
15,3575,1777,559,5.7192,283500
20,4126,2079,975,3.6832,216900
31,2878,1276,485,6.2073,282500
6,4405,2071,688,5.8151,295600
14,16199,8117,2847,5.8322,281800
14,14917,8012,2606,5.6277,269800
12,5719,3436,1057,5.2879,231200
8,8647,5019,1379,6.5615,318300
15,8112,4576,1348,5.6758,253400
7,10648,6075,1797,6.1047,278200
5,1150,648,245,3.5714,300000
3,14014,7205,2753,6.0824,273500
23,4332,2461,829,4.3594,223400
35,1716,914,316,5.5737,214500
31,4981,2841,924,4.8962,220200
24,8444,4446,1491,4.6978,240300
6,3028,1531,736,4.4259,158000
26,2068,1434,495,3.3008,224200
33,1325,909,267,4.5687,177200
24,2563,1174,501,3.8179,216100
18,5505,2641,971,5,269700
20,6462,3288,1235,4.3393,231200
4,3746,1606,838,4.1387,162500
13,8918,4518,1772,4.8052,254000
31,1949,986,322,4.6349,196200
17,4924,3080,1182,3.168,189400
17,5133,3386,1339,3.1326,220800
16,6647,4649,1903,2.9074,213800
15,5674,2412,714,8.3996,442900
21,10687,4552,1520,6.6478,333400
25,1354,596,220,6.629,352400
27,3715,1631,538,6.2179,305300
33,2095,941,304,5.761,259600
29,3517,1724,585,4.6641,248900
31,2537,1067,410,6.7599,356000
14,5106,2738,1108,3.9909,236000
23,2215,1278,492,4.2955,218800
28,2949,1538,545,4.9615,228000
18,2375,1252,586,2.6198,235900
28,2312,1344,467,4.7135,203200
35,2277,1353,413,4.75,197000
26,2506,1273,406,5.4299,236400
28,2829,1610,540,4.6,223200
26,3179,2142,639,4.1947,222700
26,2332,1285,404,5.388,225000
18,3584,1673,661,3.9444,240100
28,3046,1772,516,5.3283,227900
28,2414,1106,453,4.8403,268600
29,4133,2023,749,5.1616,275100
34,2791,1276,468,4.9167,256300
27,6103,3026,1134,4.1591,332400
32,2572,1128,395,5,287600
26,1910,852,357,5.8325,298900
27,1890,889,314,5.7057,287600
25,5405,2831,923,5.0423,222200
26,3761,1776,613,4.5317,232600
25,3333,1671,504,5.4359,258300
23,4925,2530,894,5.0824,230900
33,3994,2721,763,5.2308,196900
22,5811,3215,1086,4.4107,223500
26,4211,2352,734,5.2396,223900
27,5532,2855,960,4.7478,243500
7,28258,12203,3701,8.4045,451100
9,4909,1981,591,9.7194,500001
10,7441,3571,1466,5.1643,193100
23,4314,1972,623,5.3813,264400
26,2016,1105,357,6.0878,246900
13,5377,2759,760,6.868,337300
22,9167,4319,1404,6.992,284800
26,3087,1597,483,4.9118,217300
23,3170,1446,515,4.4357,291700
26,2145,1285,377,4.9464,223800
25,4209,2568,703,5.2882,223100
23,4247,2357,823,5.1321,211300
25,4458,2998,890,3.9667,218500
17,407,307,100,3.1696,156300
20,6483,3526,1060,5.0838,248200
35,1867,1213,338,4.8214,186000
6,2918,1911,639,4.1406,178200
34,2316,1524,467,3.7364,190400
31,1240,719,236,3.535,210300
16,4458,3038,870,5.0739,208000
18,1746,1268,404,3.256,183300
19,4572,2346,709,6.0667,245700
21,4280,2216,681,5.7072,242200
7,6352,3223,1316,4.9867,181700
4,7477,2937,1506,5.1437,299400
22,4638,2302,687,5.347,219500
25,4377,2038,671,5.7233,231800
26,3816,1935,642,4.4697,221300
26,2806,1453,444,4.9107,213800
26,4822,2288,805,4.2281,206000
15,6473,2484,970,5.0143,271100
6,8072,3386,1062,7.2494,336500
46,1280,512,208,5.1406,315600
24,3166,1081,400,8.3337,500001
13,3742,1590,559,7.316,285400
18,7397,3126,1115,6.4994,323000
23,1655,706,219,7.2211,291900
3,2456,793,456,4.4087,225600
23,2179,926,299,5.9345,259600
20,1804,831,260,6.177,262900
18,3631,1700,520,5.817,257300
18,2876,1395,427,6.3132,259200
12,7490,3329,1136,6.3373,339700
23,2234,854,286,7.333,337200
22,1898,734,245,6.2918,334100
16,4070,1543,577,6.5214,311500
25,2244,937,324,6.4524,296900
20,2948,1181,474,6.0604,247900
19,2034,852,295,6.5285,300400
15,2130,876,285,7.2639,332400
7,9540,3926,1229,7.4353,389800
29,2702,1360,642,3.1127,233000
39,522,161,102,2.4896,238500
52,775,315,123,5.0677,233300
3,1565,769,461,2.1187,231300
20,1309,514,172,10.9506,475800
13,5519,2444,825,7.0691,393200
10,4337,1813,743,5.5,247200
28,1812,853,278,4.9879,229400
4,4719,1895,742,6.8132,282500
14,4236,1833,663,5.6399,300600
22,3634,1699,640,4.1597,293200
27,1569,583,214,5.7519,278500
13,13182,4847,1950,5.6417,352900
43,228,83,42,10.3203,400000
47,127,51,21,4.3472,375000
13,9621,4389,1391,6.6827,313700
4,6159,2649,1241,3.62,139300
16,4290,1952,576,7.3588,327500
26,1786,771,279,5.7239,430600
32,404,144,58,4.2083,125000
17,1671,729,252,6.1023,450000
12,5608,2595,1067,3.9864,200200
11,12070,5826,2125,4.8624,192400
25,494,254,85,9.1531,418800
22,5533,2474,910,4.7361,216800
17,3956,2222,662,5.4324,215500
12,1906,802,319,4.9375,227700
29,3433,1919,709,3.3841,184400
36,1687,950,372,3.5532,158400
34,2358,1157,461,3.3618,174600
35,2853,1761,572,4.3533,168400
25,6296,3200,1047,4.5357,188400
9,3980,1705,679,5.7068,256700
26,2647,1422,522,3.7212,183800
35,1755,702,263,5.2443,183400
35,1864,1189,349,4.2361,177500
32,1078,555,197,3.1856,186900
17,20354,8768,3293,5.4496,238900
17,3112,1392,680,3.0222,172500
44,495,277,109,2.6667,179200
52,2157,929,419,3.7301,204400
41,1501,629,288,4.6806,209400
20,8068,3489,1259,5.7907,264200
6,3023,1225,468,6.3705,350000
26,2211,1024,321,5.2649,199800
26,2163,947,346,6.0797,211000
28,1773,804,269,4.8571,201100
25,1947,900,354,3.8523,193000
22,14701,6693,2232,5.98,245000
17,1364,338,152,2.45,117600
15,2061,573,196,2.2417,97900
16,3045,202,102,3.15,140600
14,3545,946,411,3.4609,120900
13,2944,1091,466,3,119000
16,1443,435,181,3.2031,129200
17,2277,767,356,2.5208,99100
18,1564,618,277,2.3549,108900
15,4403,1103,433,3.0125,111700
34,1133,495,187,2.05,68900
23,1001,369,157,3.125,96400
10,1783,638,262,2.65,116700
17,1521,607,240,3.5,123800
25,1374,657,288,2.5476,97900
40,1391,546,214,3.9107,129800
13,1473,597,228,4.2917,121300
15,1248,529,216,3.3393,107200
16,1748,4930,287,4.3029,121900
28,3998,1614,698,2.8125,113400
27,3471,1793,600,3.5508,99100
18,2791,1187,438,3.2589,103000
13,2084,834,305,3.2937,114200
17,5654,2237,953,3.0465,144100
15,4221,1737,743,2.3125,128600
9,1787,806,306,2.525,157200
18,2144,985,381,3.175,118500
23,1538,730,267,2.6078,116700
15,3750,1444,603,2.7399,134800
19,3267,1252,566,2.7236,109900
16,1257,559,213,4.4531,144300
37,1341,533,242,3.2135,123600
12,9831,4644,1775,3.1142,112600
23,6010,2710,1149,3.0068,107300
12,7653,3628,1494,3.0905,117800
17,5273,2446,1199,1.9362,89900
14,2351,1215,548,2.3155,102300
19,7254,4030,1667,2.0094,87300
15,10265,4591,1906,3.07,142600
12,14631,7517,3262,1.6785,153100
22,1707,822,297,3.6625,126600
18,1651,856,293,3.5046,118300
7,1737,747,265,3.9,147000
39,568,267,129,1.8095,78100
39,1139,623,264,2.2833,85800
41,2901,1426,632,1.5633,84500
52,444,1107,98,3.4191,137500
17,3425,2469,758,0.9393,88900
13,3494,1571,784,1.1019,120200
29,4362,2053,1000,1.7284,74500
43,2976,1181,560,2.2621,85100
34,3263,1290,594,2.575,130300
28,2551,1011,374,4.3309,125200
29,7744,3316,1365,3.0253,111400
37,2236,974,379,3.2016,97000
11,7212,3264,1264,3.1125,122600
8,5690,2887,1077,3.0625,116300
8,140,84,29,2.125,179200
44,2923,1371,626,2.2925,85800
52,677,379,154,1.6797,94800
52,502,311,100,1.5481,200000
52,857,520,198,0.987,112500
52,1457,802,342,0.9566,69000
52,957,513,223,1.3672,55000
52,1741,753,377,2.0064,77900
18,7272,5022,1524,1.6911,98800
52,1890,974,383,1.6827,78700
21,5051,2948,980,1.5863,81300
33,2242,1160,449,1.7426,60300
42,2978,1879,679,1.5064,66300
18,1222,708,281,2.0288,116700
11,5103,2456,810,4.5032,159700
26,2741,1217,437,3.7007,139200
16,1453,904,286,3.5735,89600
38,549,275,94,3.5375,153100
25,2202,1109,403,2.8306,87500
20,3759,1705,600,4.712,158600
24,1535,726,272,2.3833,95100
20,1465,745,250,3.0625,93800
16,2867,1203,449,2.7143,95300
15,3996,1786,728,3.5189,141300
17,858,47,27,2.4028,67500
22,1468,611,235,2.3036,73000
14,1527,665,261,2.8657,119600
16,4591,1904,812,2.2419,93200
10,1742,721,312,2.4537,117900
11,3835,1456,658,2.5374,97200
12,1958,875,354,2.3507,97600
12,3744,1532,660,2.3079,95300
11,3974,1610,634,2.6147,107700
18,2672,1151,532,2.567,102900
20,743,395,168,1.625,88300
16,2754,1063,543,1.4048,86500
18,945,385,207,2.1838,58000
26,1503,699,296,1.875,84000
25,1612,837,303,2.963,89500
28,1677,770,309,2.6823,93400
23,790,365,152,2.1912,115200
18,2221,952,440,2.0458,105700
24,1535,664,273,2.3068,97300
19,2636,1184,465,2.7863,108600
20,1384,557,232,2.0882,104900
19,2487,1110,453,3.1061,110200
18,1676,733,318,1.7875,103800
20,908,481,211,2.2,80800
23,2263,1138,455,2.3403,87300
22,2447,1157,556,1.8245,85500
31,2431,1026,427,2.5428,85000
23,1759,788,359,1.8125,93500
31,1599,794,303,3,96700
22,2598,1151,490,2.8182,109700
14,2063,934,529,1.7788,85800
20,1173,523,258,1.0625,92800
37,1296,569,257,1.8616,70500
20,1808,763,335,2.3711,121800
17,2748,1174,514,3.066,102600
17,3502,1763,613,2.9625,101200
8,2836,1163,512,3.13,168300
17,1619,705,285,2.4623,126100
17,1646,750,344,2.3798,83800
19,2888,984,499,1.9766,92600
15,1677,844,330,2.3958,111200
15,1896,893,334,1.6948,87500
17,1583,730,306,2.3895,87500
22,2828,986,391,2.8871,94700
35,632,221,102,2.3684,62500
17,1483,481,211,1.4896,83300
15,2490,1229,497,2.3917,85700
9,818,358,197,1.7708,79500
26,1957,945,397,1.7308,53600
12,1733,1861,415,1.5771,65200
15,886,576,205,2.1467,84100
14,5549,1822,919,2.9562,142300
25,848,436,155,3.9028,93800
26,1652,790,292,3.0446,90800
17,1554,553,230,3.2174,91800
19,3720,1304,607,2.6921,97500
35,1806,683,295,4.5156,91200
30,1030,448,159,2.4821,73800
24,1028,471,186,2.9688,86400
33,3585,1887,765,2.502,62100
30,3085,1688,575,2.334,72200
39,1551,684,310,2.0357,57600
48,827,396,161,0.8024,58300
50,1050,485,260,1.1607,51700
47,1064,603,190,1.3654,57900
46,1885,871,347,1.6352,53100
31,2023,1073,436,1.5714,56100
25,2409,1384,479,1.9956,58000
24,1865,1087,385,1.6389,56700
29,1947,925,337,2.1658,57600
18,2105,974,385,1.6346,63300
24,1610,909,323,1.8661,59800
23,1387,640,289,1.4833,65200
15,202,145,40,0.8252,42500
26,3215,2041,737,1.0585,45100
38,1438,779,275,1.3289,39400
19,1537,617,274,1.5313,50300
29,2896,1809,617,1.8047,53800
14,1724,939,302,2.4952,53900
41,461,284,90,2.2045,41800
20,2505,1174,429,2.9965,88900
33,1462,569,231,3.2833,82600
30,1217,677,233,2.6563,63600
21,2628,1364,468,2.0455,59400
18,2278,1185,475,1.3611,60600
26,1340,662,239,2.6071,57100
31,1434,811,289,1.7727,49000
15,2119,1079,374,2.3566,80400
17,3659,1970,667,2.425,96200
52,189,121,37,3.0208,60000
27,720,359,138,2.5313,61300
22,2515,1284,462,2.1776,73800
27,2599,1241,502,1.9943,86300
24,1003,1098,227,1.7552,86400
22,1217,537,187,2.6607,84600
40,812,374,142,2.7891,73500
29,2220,1170,428,2.3224,56200
32,1852,911,365,1.7885,57000
46,1210,523,242,1.91,63900
37,2330,1505,470,2.0474,56000
34,842,635,165,1.8355,63000
27,2596,1100,409,2.3243,85500
30,1019,501,185,2.5259,81300
21,1432,862,275,2.2813,57600
22,1814,941,323,2.1728,59400
29,1687,864,334,2.4943,81900
39,1105,408,166,3.3929,82100
16,4221,1516,697,2.3816,116000
10,1566,785,291,2.5,116100
34,2745,1150,491,2.3654,94900
27,1199,463,199,2.9063,92200
37,736,339,140,2.2875,79900
9,7450,2233,930,2.6528,133000
16,3758,1777,615,3,122600
19,1003,538,190,2.9821,90400
16,3120,1319,526,2.0472,93200
8,2029,1000,364,4.0109,125900
9,3585,1800,598,3.636,133100
7,7188,3175,1115,3.8488,130600
21,3095,1341,546,2.1382,104000
32,2685,1061,492,2.5473,101600
17,2967,1387,564,2.0417,92600
13,4110,1796,706,2.6417,122300
13,763,311,125,2.4583,112500
20,1326,563,237,2.6667,86600
21,1435,668,267,2.5667,77400
18,2912,999,411,2.7344,91900
17,1463,529,226,3.024,100900
18,1411,592,230,1.625,94700
17,1504,661,250,2.2604,84800
10,4300,1480,609,2.8208,139900
10,3757,546,223,3.75,121400
13,2962,252,103,4.4063,155800
17,5497,997,408,2.9821,111500
13,4401,924,383,2.6942,123500
13,4495,1149,459,2.5352,113700
10,3486,298,124,3.3542,103800
13,3297,267,97,3.075,108300
11,1568,82,33,3.125,77500
48,1096,657,199,2.7841,65800
39,1548,815,286,2.9489,67500
23,3832,2435,747,2.2754,59200
17,6440,3266,1142,2.7137,72000
27,1446,670,281,3.2625,92800
52,224,120,45,3.017,112500
10,266,154,49,2.25,75000
33,1064,434,147,3.125,108000
28,4169,2587,810,2.331,65500
44,1064,494,175,2.875,61500
35,2791,1395,476,2.5625,62700
19,1629,551,214,1.7463,68800
50,1592,781,307,2.2679,69100
52,1989,985,396,2.5556,75800
39,1214,660,249,2.4559,75000
39,701,271,89,2.1845,112500
28,3144,1095,482,3.4402,192400
17,2549,1169,500,3.6694,209400
25,2019,888,326,3.2619,183800
3,9217,3578,1272,5.0016,189100
7,7957,4460,1293,4.9618,156500
5,7105,3523,1088,5.0468,168800
19,3388,1707,575,3.6411,162800
9,3079,1562,512,5.1041,172900
27,3861,2085,707,3.3558,129700
22,1046,527,164,4.375,213500
44,1014,704,238,1.6554,119400
36,1710,861,300,2.8828,131100
15,1850,1348,403,3.8125,125400
33,2396,1391,465,3.2813,151400
19,2055,1064,350,4.7426,263100
17,1962,825,267,4.8958,187100
19,2005,972,403,2.2216,156700
5,4980,2399,763,5.7104,186300
10,3258,1779,558,4.6587,152500
13,2479,1075,350,5.1017,241400
5,14684,4276,1722,6.9051,340900
30,1428,989,287,3.691,154400
22,1999,967,320,4.4583,253900
46,2273,1088,447,2.2532,109400
47,1942,1074,393,2.2361,105100
52,1124,528,226,2.2639,128500
46,176,101,40,2.2361,93800
42,1017,798,266,2.1719,99100
50,1120,625,239,1.5988,96400
25,3018,1614,568,3.4722,127000
46,66,37,21,0.536,87500
19,2688,1216,422,4.4491,133900
17,4032,1749,618,3.1728,146800
34,3090,1588,566,3.6118,124700
44,3184,1399,548,2.7234,110200
37,3058,1351,523,3.5179,130800
8,2371,1094,396,5.3245,174500
13,2983,1417,510,3.9861,168100
18,2807,1315,437,4.8194,170400
22,2331,1086,340,5.1435,150800
13,3995,1969,607,5.0164,165200
47,1265,587,247,2.6364,93500
29,2070,985,420,2.8466,113400
37,2724,1400,540,2.905,97300
30,3268,1714,565,4.4583,131000
26,3364,1806,566,4.2647,133400
24,2269,1239,542,2.0411,100000
15,6365,3838,1458,2.5495,103600
25,1710,799,259,4.8359,145300
23,1150,572,174,4.9167,152400
23,1970,935,279,4.4853,145900
18,2741,1507,460,4.7566,142500
8,2572,1384,684,1.7161,75800
13,4545,2188,901,3.3625,126100
15,2380,1292,388,4.6029,142600
16,2919,1456,453,5.6779,164700
36,1141,562,213,2.5893,108500
10,4156,1878,586,5.6506,178600
18,3646,1651,535,5.7321,164700
34,2738,1316,459,3.5368,122500
16,3077,1575,446,5.5,179500
4,5623,2429,716,5.4409,205100
10,2769,1045,469,4.1111,158600
36,1489,838,259,1.2024,90200
52,242,188,54,1.3958,67500
52,2264,1403,476,2.7083,99400
52,1225,725,231,2,101400
51,2982,1831,608,2.0034,87700
46,2112,1249,382,2.5737,87000
36,2707,1827,545,3.3371,94600
5,1560,1037,372,3.6154,181800
31,3644,2229,678,3.1389,117800
16,2605,1352,408,4.1947,140300
9,5329,2827,1202,2.7374,150000
30,4114,1994,722,4.2227,134400
22,721,367,129,5.3098,151900
4,4075,2239,849,3.5857,165200
16,3216,1504,453,5.25,161700
4,2171,928,461,4.1016,170500
16,3787,1606,507,5.5676,174200
17,2713,1475,415,4.8542,144100
15,2203,1051,311,4.9783,163900
28,3639,2362,641,3.0042,103900
12,1497,943,341,2.1417,122200
16,2604,1696,481,4.6628,136000
8,2750,1526,484,5.102,156500
32,1000,663,212,4.0972,99200
34,3779,2356,722,3.5129,110600
14,1930,990,322,4.1094,162200
14,2677,1288,375,6.0497,177500
7,1632,879,262,6.1237,166000
9,2294,1142,365,5.3363,160800
13,1524,940,308,5.1337,154800
5,5526,3207,1012,4.0767,143100
27,1654,1141,420,1.4871,87100
35,2691,1409,505,3.016,95300
9,3360,2041,810,2.1013,100700
29,5765,3266,1131,2.7907,113900
16,2176,1410,434,3.5436,100200
16,1840,1288,338,4.2067,125000
15,2966,1687,527,3.4817,129800
38,2505,1595,498,2.5833,83500
17,3685,1939,649,3.7043,139800
31,2810,1640,503,3.3661,98500
44,1465,817,237,4.8693,156900
4,2341,1235,431,6.0424,165900
44,1625,825,385,2.0523,133900
42,118,54,30,2.5795,225000
52,2378,940,451,2.9583,166000
48,2123,859,474,1.8523,144800
50,1760,741,316,4.5,178300
51,1262,608,298,2.1974,139300
33,2821,1206,640,2.5481,150800
40,1800,761,277,5.1265,196100
39,1313,575,231,3.1711,116100
41,1345,718,283,3.3831,129400
20,6992,3221,1334,4.2042,166400
50,1300,691,239,3.9519,126500
50,1738,837,363,3.609,135700
42,2225,864,381,4.1189,172400
37,1742,1128,345,3.8824,113700
28,4308,2086,776,3.6523,159700
37,978,462,184,3.625,156300
6,10191,4377,1789,5.2015,204200
9,3424,1460,543,5.76,212600
19,4657,1914,732,5.0509,199900
19,3073,1773,493,5.4496,205400
16,3913,1782,676,5.1297,206700
10,2864,1300,507,4.3875,287700
9,2643,1105,467,6.6579,245200
5,5303,2017,727,6.9961,294100
11,4371,1790,660,6.135,297300
14,5381,2296,872,5.6875,211000
33,1660,741,261,4.675,225400
18,4326,1753,646,5.6931,269600
20,3796,1679,611,4.3571,228200
25,1374,569,235,6.3699,235500
28,3310,1811,597,4.5401,166900
12,6915,2940,1468,4.0154,186100
20,1705,856,341,3.7262,211800
34,1692,836,289,5.0172,197100
37,1784,788,304,4.2917,189600
21,9135,3748,1502,6.0859,266000
36,2213,950,370,4.7386,186400
39,2199,1025,385,4.5893,190000
24,3173,1351,536,5.0672,243000
33,1043,425,148,4.8702,235600
37,1217,552,194,5.0445,196200
10,7136,2959,1507,3.9816,182000
34,1408,738,269,4.175,169400
22,4162,1804,1185,2.5459,179300
19,4005,1896,893,2.5268,235700
36,2639,1111,476,3.5057,205100
30,1260,707,221,2.892,220800
35,4043,1832,662,5.0761,233200
44,2185,943,366,4.725,232100
43,1454,683,258,4.475,265700
32,1339,601,209,6.0265,247900
29,6895,2634,1022,6.1922,273200
16,3077,1447,709,3.2484,91100
32,1504,749,267,3.2,134500
36,2765,1478,441,4.125,136200
16,60,65,19,6.1359,250000
16,2445,721,474,2.8043,87500
17,1319,384,269,1.8229,137500
36,2476,1213,393,3.7333,136400
16,1085,356,232,2.3462,75000
16,1209,627,482,1.3894,156300
10,974,631,286,2.3152,140600
25,3577,1753,593,5.7295,178300
27,3228,1666,588,4.5707,175900
38,2675,1378,480,3.8897,139900
45,2842,1261,535,3.6042,138200
28,2965,1591,472,4.6375,178200
35,3103,1614,566,4.9022,169300
37,2247,1237,397,4.45,161900
37,1755,882,350,4.59,166600
44,1254,498,217,3.4531,148900
25,1476,777,297,3.5179,165500
29,2001,956,370,4.317,194000
32,1013,436,173,5.1118,226900
27,2491,1171,431,5.1021,202800
32,3012,1288,512,3.6449,211500
40,1797,756,369,2.8456,165500
37,1474,782,331,3.4187,161700
28,4035,1881,659,5.4607,192300
31,2030,867,341,5.0915,193200
23,2293,969,399,4.4536,184000
28,2839,1372,443,6.2135,217200
35,1192,535,172,4.9219,182000
36,404,237,88,4.525,161300
34,1256,638,252,4.0507,161000
28,1900,918,351,3.7841,144900
18,2739,1072,374,6.1436,259500
27,1691,807,296,6.1168,210500
24,1330,656,205,5.0092,244100
